Group,Athlete,Distance,Session Load,Workload,Sprint Distance,High Intensity Running,No. of High Intensity Events,Metres per Minute,No. of Sprints,Top Speed,Raw Top Speed,Accelerations,Decelerations,Minutes Played
CBs,SYN_CBs_ALTO_00663,9975,1796,9.0,37,273,28,113,3,26.2,28.1,71,73,94
CMs,ORIG_ATL_CMs_010,7251,1482,7.8,59,315,23,87,3,29.2,32.1,55,71,82
10s,SYN_10s_ALTO_02626,9529,1900,9.4,80,374,20,108,3,29.4,31.3,79,67,89
CBs,SYN_CBs_BAIXO_01454,1299,8,0.1,2,0,1,47,0,24.1,26.2,7,2,27
CBs,SYN_CBs_ALTO_01946,9886,1719,8.2,15,295,26,114,2,29.5,30.7,81,75,85
WBs,SYN_WBs_MEDIO_00442,5536,1043,5.4,64,340,13,72,3,31.8,34.8,59,37,74
CMs,SYN_CMs_BAIXO_00483,923,63,0.4,0,0,2,38,0,24.4,26.9,7,5,31
CBs,SYN_CBs_BAIXO_00610,1024,157,1.9,0,82,2,29,0,24.4,25.6,7,11,32
CMs,SYN_CMs_BAIXO_00201,658,276,1.4,2,27,0,41,0,30.4,33.8,3,0,17
CMs,SYN_CMs_ALTO_01918,11724,2343,11.9,41,321,18,134,3,30.1,33.1,66,67,88
STs,SYN_STs_MEDIO_00509,5385,1144,5.3,58,209,19,75,4,29.1,30.3,55,42,68
10s,SYN_10s_MEDIO_02453,3329,587,3.0,31,129,13,57,2,27.8,30.7,33,30,59
CMs,SYN_CMs_MEDIO_02516,6087,1129,6.0,33,182,13,77,3,29.2,31.2,43,39,82
CBs,SYN_CBs_ALTO_00712,9473,1840,8.9,20,361,21,99,2,28.6,31.3,73,89,92
CBs,SYN_CBs_ALTO_00490,8178,1442,7.0,32,226,20,97,3,29.4,31.1,74,60,89
,SYN_Indefinido_ALTO_00073,7254,1378,7.6,41,349,29,82,5,30.0,31.4,71,69,88
WBs,SYN_WBs_ALTO_00896,10938,1954,10.0,100,463,24,118,5,32.2,33.7,82,68,91
STs,SYN_STs_BAIXO_00866,559,71,0.2,8,0,1,42,0,22.9,25.9,9,0,15
CBs,SYN_CBs_ALTO_00368,9224,1713,8.8,14,248,19,115,2,30.9,33.0,68,60,80
CBs,SYN_CBs_ALTO_01353,9955,1906,10.2,30,251,19,105,2,27.8,31.1,82,69,96
10s,SYN_10s_ALTO_03347,8555,1766,9.1,66,364,24,103,3,30.0,33.1,67,75,85
WBs,SYN_WBs_MEDIO_00566,5772,1041,5.3,49,266,13,65,3,30.0,31.3,40,37,86
WBs,SYN_WBs_ALTO_00172,9022,1865,9.8,86,441,19,110,3,29.7,32.2,63,66,83
,SYN_Indefinido_MEDIO_00666,4616,989,4.7,39,204,12,59,5,27.6,30.2,33,46,76
CMs,SYN_CMs_MEDIO_01889,5238,1054,5.5,28,189,12,81,1,25.5,28.9,27,39,63
10s,SYN_10s_MEDIO_02239,4387,937,5.1,34,143,10,58,2,30.1,31.9,38,35,76
STs,SYN_STs_ALTO_01728,11245,2281,11.5,102,495,31,119,6,29.4,32.7,90,75,96
CMs,SYN_CMs_ALTO_01358,10337,2049,10.4,23,297,21,115,4,28.8,30.8,62,66,89
STs,SYN_STs_BAIXO_00094,1617,302,1.2,65,110,2,31,0,26.3,27.7,8,14,51
WBs,SYN_WBs_ALTO_00100,10015,2041,10.4,74,411,29,112,8,29.6,32.7,73,64,88
STs,SYN_STs_ALTO_02174,7039,1581,7.7,73,420,21,88,5,27.3,29.7,58,63,79
,SYN_Indefinido_MEDIO_00320,5564,1074,5.9,16,166,20,69,4,28.2,31.7,45,46,84
CMs,SYN_CMs_MEDIO_00257,5156,1016,4.9,37,135,11,81,4,28.8,30.8,30,35,71
STs,SYN_STs_BAIXO_00844,1011,106,0.9,0,1,2,23,0,26.6,30.0,12,12,43
CMs,SYN_CMs_ALTO_00552,11397,2054,9.9,73,269,22,120,2,30.5,33.0,67,68,95
WBs,SYN_WBs_BAIXO_00786,1167,227,1.4,20,74,2,27,0,27.6,29.8,7,7,45
10s,SYN_10s_MEDIO_01194,4042,874,3.9,32,154,9,71,2,28.0,31.1,41,19,57
CBs,SYN_CBs_ALTO_00793,9336,1659,7.7,34,202,20,110,4,31.5,34.1,72,69,83
CBs,SYN_CBs_ALTO_00297,8991,1590,7.7,31,266,19,100,2,28.8,32.1,76,70,89
WBs,SYN_WBs_BAIXO_00116,1529,258,0.9,19,66,5,39,1,26.8,29.4,11,14,38
CBs,SYN_CBs_MEDIO_01632,4369,938,4.4,17,178,15,64,2,23.5,26.3,41,44,67
STs,SYN_STs_MEDIO_01626,6077,1164,7.0,86,283,19,78,3,28.7,30.7,57,40,81
CBs,SYN_CBs_ALTO_03121,8780,1743,7.9,31,285,18,102,3,29.1,30.5,66,71,88
10s,SYN_10s_ALTO_02809,7371,1461,7.1,51,260,20,93,2,30.6,32.6,57,53,81
10s,SYN_10s_ALTO_00111,7527,1370,6.7,61,283,24,73,4,32.4,35.9,67,70,96
CBs,SYN_CBs_BAIXO_00336,1809,279,0.6,0,21,4,41,0,23.3,24.5,14,15,44
10s,SYN_10s_MEDIO_01740,5106,1092,5.6,41,156,11,84,2,30.9,32.9,32,36,68
CMs,SYN_CMs_ALTO_00928,9566,1751,8.0,43,268,18,110,2,29.6,30.9,59,57,85
WBs,SYN_WBs_ALTO_00792,10749,2172,11.7,121,497,27,113,6,29.1,31.2,67,61,93
CMs,SYN_CMs_MEDIO_00102,7192,1184,5.8,8,103,13,81,2,28.2,30.5,41,34,84
CMs,SYN_CMs_ALTO_01019,8678,1663,8.5,35,217,13,93,1,31.6,35.1,57,59,89
CBs,SYN_CBs_ALTO_00367,9382,1717,8.8,35,237,22,101,3,28.3,29.5,80,68,89
CBs,SYN_CBs_ALTO_00296,9190,1659,8.1,32,200,26,109,3,30.0,33.6,91,88,85
10s,SYN_10s_ALTO_02965,8708,1721,8.6,52,398,19,88,5,30.6,34.2,70,58,94
,SYN_Indefinido_ALTO_01029,8834,1531,7.3,67,332,29,92,6,30.2,31.6,62,69,96
10s,SYN_10s_MEDIO_01861,4209,732,3.8,28,109,7,76,2,29.4,31.9,24,27,55
CMs,SYN_CMs_MEDIO_01648,5884,1057,4.7,26,146,9,84,2,28.6,31.5,29,47,68
WBs,SYN_WBs_MEDIO_01960,6712,1227,6.3,54,342,12,98,2,29.5,31.9,45,45,71
CMs,SYN_CMs_MEDIO_00079,5666,1155,6.6,3,253,14,91,3,30.0,32.6,38,36,61
CMs,SYN_CMs_ALTO_02224,9348,1767,8.6,47,238,16,107,2,28.5,30.3,58,51,85
CMs,SYN_CMs_BAIXO_00104,744,216,1.6,7,55,2,14,0,25.7,27.0,7,17,51
STs,SYN_STs_ALTO_01970,9674,2006,9.5,121,424,29,107,8,32.2,35.2,69,57,90
CMs,SYN_CMs_ALTO_00760,8779,1734,9.1,39,220,21,103,3,29.0,31.6,47,63,81
CMs,SYN_CMs_ALTO_03025,11099,1902,9.0,39,316,20,128,3,30.0,33.0,70,64,87
STs,SYN_STs_ALTO_02016,8700,1469,7.4,86,335,23,109,9,32.4,33.7,71,71,82
10s,SYN_10s_ALTO_01565,9502,2030,10.7,68,386,22,105,5,29.9,31.5,60,70,88
CBs,SYN_CBs_ALTO_03010,8453,1818,9.0,37,255,25,92,3,27.8,29.8,66,65,89
CMs,SYN_CMs_MEDIO_00067,4240,889,4.1,22,110,11,66,1,29.2,32.2,32,28,63
CBs,SYN_CBs_MEDIO_00942,4559,877,4.4,26,150,12,85,1,27.1,28.2,29,41,55
10s,SYN_10s_BAIXO_00509,1333,230,0.4,18,0,0,43,0,26.1,28.4,1,2,34
10s,SYN_10s_MEDIO_01711,4769,995,5.3,31,198,9,62,1,29.3,31.3,27,34,78
WBs,SYN_WBs_ALTO_02281,10937,2239,11.7,82,524,22,127,3,31.5,35.1,65,67,85
WBs,SYN_WBs_BAIXO_00035,1159,434,1.7,18,21,3,24,0,27.3,28.6,20,11,53
STs,SYN_STs_MEDIO_01687,4760,1030,5.6,48,239,13,76,4,28.0,30.8,43,37,62
CBs,SYN_CBs_BAIXO_01420,1203,124,0.3,5,0,2,34,0,21.9,24.2,16,2,34
WBs,SYN_WBs_MEDIO_01341,4898,963,4.5,66,193,10,76,0,32.1,35.5,34,40,60
WBs,SYN_WBs_ALTO_02432,8973,1923,9.0,87,434,22,110,5,30.0,32.0,50,57,81
STs,SYN_STs_MEDIO_01172,6723,1356,6.8,58,237,16,74,5,30.5,32.0,54,32,85
CMs,SYN_CMs_MEDIO_02127,3862,829,4.5,3,116,8,66,1,27.4,29.8,21,27,53
CBs,SYN_CBs_ALTO_03307,8206,1611,7.6,34,208,23,94,3,29.5,31.0,75,65,91
10s,SYN_10s_ALTO_02678,8002,1543,8.3,75,300,14,96,4,30.3,33.7,42,38,80
CBs,SYN_CBs_MEDIO_01346,4596,693,3.8,6,72,13,62,1,23.5,26.0,40,41,67
CMs,SYN_CMs_BAIXO_00496,1311,159,0.5,11,81,3,21,1,24.4,26.1,7,11,51
CMs,SYN_CMs_ALTO_01067,8110,1642,8.5,45,226,21,94,3,28.9,31.9,45,59,84
CBs,SYN_CBs_ALTO_01981,10469,1916,10.0,57,264,23,108,3,28.8,31.7,84,86,96
,SYN_Indefinido_ALTO_00197,8285,1629,7.5,62,168,23,89,5,29.9,31.6,53,51,92
10s,SYN_10s_ALTO_02927,6705,1339,6.9,64,275,24,82,5,28.8,31.1,61,52,82
CMs,SYN_CMs_ALTO_00007,9822,1758,8.6,56,284,16,111,2,30.3,32.7,59,53,91
WBs,SYN_WBs_ALTO_02317,12121,2457,11.6,86,531,36,129,9,29.6,33.0,87,77,94
10s,SYN_10s_MEDIO_02625,4047,860,4.2,39,250,10,50,2,27.8,30.3,44,36,74
CMs,SYN_CMs_BAIXO_00735,1458,198,0.8,0,105,1,45,0,24.8,28.0,13,0,30
CBs,SYN_CBs_MEDIO_02373,4869,894,4.6,20,53,9,60,0,24.6,26.3,40,49,77
,SYN_Indefinido_ALTO_00709,9481,1728,8.4,35,339,27,102,4,27.3,30.3,81,65,89
CBs,SYN_CBs_MEDIO_01110,4801,969,5.4,4,98,14,51,2,28.6,30.9,48,40,84
STs,SYN_STs_ALTO_01614,10245,1875,9.6,102,463,29,101,7,30.7,33.6,92,70,95
CBs,SYN_CBs_ALTO_03330,7681,1480,7.5,24,231,23,84,2,27.6,29.1,70,56,90
,SYN_Indefinido_MEDIO_00793,4671,821,3.6,35,107,10,72,2,31.2,34.0,40,42,65
STs,SYN_STs_BAIXO_00326,1848,288,1.6,27,28,1,35,0,23.3,26.8,2,5,50
STs,SYN_STs_MEDIO_00167,3649,617,3.9,31,178,8,61,2,27.8,29.0,26,28,62
STs,SYN_STs_MEDIO_00655,4925,940,5.0,51,250,22,60,9,29.1,30.5,52,45,80
WBs,SYN_WBs_ALTO_01683,10248,2057,10.5,99,441,26,130,5,31.4,34.2,59,70,84
10s,SYN_10s_BAIXO_00898,935,397,2.3,13,76,0,52,0,28.7,31.9,2,0,17
CMs,SYN_CMs_MEDIO_01595,6868,1173,5.1,49,227,18,75,3,29.2,32.4,43,53,85
STs,SYN_STs_MEDIO_00168,3761,759,4.0,34,200,16,61,4,28.4,31.3,37,29,62
WBs,SYN_WBs_BAIXO_00781,1090,334,1.4,1,72,3,28,1,26.8,28.2,9,11,34
CMs,SYN_CMs_MEDIO_01512,4605,904,3.8,25,137,10,71,1,26.7,29.2,35,27,63
CMs,SYN_CMs_MEDIO_01815,3093,552,2.9,25,135,9,56,2,26.6,28.0,20,33,55
STs,SYN_STs_ALTO_00923,9675,1851,10.1,74,510,25,118,8,29.9,31.2,90,76,91
CBs,SYN_CBs_MEDIO_00024,4275,823,4.0,5,96,15,65,3,25.3,28.2,39,45,67
CMs,SYN_CMs_MEDIO_01280,4497,860,4.8,29,78,7,80,1,30.4,32.3,27,25,56
STs,SYN_STs_ALTO_00445,8754,1648,7.8,99,445,23,96,9,29.8,33.1,70,62,95
CMs,SYN_CMs_BAIXO_00906,970,192,0.9,30,30,1,21,1,26.5,27.6,0,0,32
10s,SYN_10s_ALTO_01938,8775,1615,8.0,98,390,21,92,5,32.8,35.0,63,61,91
CBs,SYN_CBs_ALTO_02968,10470,2004,10.0,53,228,24,111,2,28.3,30.8,83,82,95
CMs,SYN_CMs_MEDIO_01038,3977,803,4.0,19,85,10,70,1,29.6,32.8,38,29,60
CBs,SYN_CBs_ALTO_00662,9337,1724,8.0,41,295,24,110,3,28.8,32.2,79,72,90
10s,SYN_10s_BAIXO_01158,301,8,0.1,3,18,0,38,0,25.8,29.3,0,0,8
CBs,SYN_CBs_MEDIO_02944,5937,1289,6.2,17,155,10,80,1,27.1,28.6,41,31,75
10s,SYN_10s_BAIXO_00576,1915,438,2.5,0,129,1,48,0,26.7,28.9,6,10,38
,SYN_Indefinido_BAIXO_00120,1158,359,1.8,0,47,2,19,0,25.7,27.5,13,4,52
10s,SYN_10s_BAIXO_00144,50,116,0.8,2,0,1,3,0,25.4,28.8,0,15,24
CBs,SYN_CBs_MEDIO_01592,5697,1008,4.9,20,116,14,82,3,27.2,28.9,49,42,73
CMs,SYN_CMs_ALTO_00246,9397,1742,8.4,46,222,24,113,3,30.1,32.3,70,58,80
10s,SYN_10s_MEDIO_01169,4248,881,4.3,33,126,11,71,2,29.0,32.4,37,31,61
STs,SYN_STs_ALTO_02245,10379,2025,10.0,101,422,30,111,12,30.2,31.6,83,84,94
STs,SYN_STs_ALTO_01406,10197,1990,10.0,109,346,25,127,8,31.0,33.7,83,77,83
WBs,SYN_WBs_BAIXO_00735,1028,219,0.7,0,13,0,78,0,26.8,28.5,0,0,13
WBs,SYN_WBs_MEDIO_00924,5700,1193,6.1,15,196,19,84,6,31.2,34.8,49,28,71
10s,SYN_10s_ALTO_01020,7789,1553,7.1,92,332,18,94,3,30.4,31.6,72,60,84
CBs,SYN_CBs_MEDIO_01366,4011,469,2.5,11,86,8,52,1,25.7,29.2,38,26,70
CMs,SYN_CMs_MEDIO_01821,6319,1217,6.6,17,169,13,85,2,29.5,30.7,33,49,82
STs,SYN_STs_BAIXO_00342,1180,274,1.9,15,49,2,56,2,25.6,27.9,2,5,22
CBs,SYN_CBs_ALTO_02291,9604,1752,9.1,38,229,21,101,4,27.4,30.6,71,71,95
10s,SYN_10s_MEDIO_01530,4155,847,4.5,31,204,13,53,1,29.3,32.6,54,39,73
10s,SYN_10s_ALTO_00592,8419,1748,8.3,66,405,20,98,5,30.3,32.8,67,62,87
WBs,SYN_WBs_ALTO_01660,10900,2185,10.9,98,470,29,130,6,30.9,34.5,81,62,87
CBs,SYN_CBs_MEDIO_01072,4092,574,2.9,31,83,16,70,2,29.1,32.3,47,34,61
10s,SYN_10s_BAIXO_00094,1582,92,0.6,18,121,3,33,0,25.4,28.5,9,16,43
WBs,SYN_WBs_ALTO_02051,10544,1959,9.5,127,546,21,109,7,35.1,37.3,85,54,96
WBs,SYN_WBs_BAIXO_00417,1031,171,0.8,15,74,3,36,0,27.0,28.4,4,16,26
10s,SYN_10s_ALTO_00721,10342,2036,10.0,67,380,26,118,4,32.2,34.1,76,73,90
CBs,SYN_CBs_ALTO_01467,10426,2131,11.2,29,290,23,111,1,28.6,31.0,96,69,92
WBs,SYN_WBs_ALTO_00305,9861,2052,10.3,95,399,26,114,5,28.8,30.2,68,65,85
CMs,SYN_CMs_MEDIO_01812,5304,1137,5.8,61,94,8,68,0,30.3,32.2,35,27,80
CBs,SYN_CBs_ALTO_01762,8415,1614,8.2,31,203,20,104,1,27.1,30.3,84,66,80
WBs,SYN_WBs_MEDIO_00647,6341,1103,5.4,60,176,14,76,3,30.8,33.2,47,41,82
STs,SYN_STs_ALTO_01708,10596,2046,10.1,79,459,30,120,9,34.2,37.6,84,84,89
STs,SYN_STs_ALTO_02173,9522,1887,9.2,101,439,35,101,10,30.8,32.1,73,70,90
CMs,SYN_CMs_ALTO_02372,10442,2031,10.1,42,467,17,111,3,30.2,31.6,74,62,95
STs,SYN_STs_ALTO_02290,9537,2092,10.2,78,367,28,100,9,29.8,31.0,76,68,95
,SYN_Indefinido_MEDIO_00151,4341,718,3.6,19,88,7,78,0,29.1,31.4,30,23,53
,SYN_Indefinido_ALTO_01094,9145,1839,9.1,67,369,15,110,3,29.1,31.0,50,66,84
CBs,SYN_CBs_ALTO_03285,8522,1634,8.5,14,231,22,103,2,31.4,32.5,77,64,83
CMs,SYN_CMs_MEDIO_02975,5692,1113,5.5,28,219,14,86,2,29.2,31.3,38,37,69
10s,SYN_10s_ALTO_02304,8371,1665,8.0,46,321,23,92,5,27.4,29.4,75,67,88
CBs,SYN_CBs_MEDIO_00798,5899,1123,5.2,21,188,17,73,1,27.5,30.2,50,51,81
10s,SYN_10s_ALTO_02393,7785,1546,7.6,69,232,24,82,5,31.4,33.4,62,61,89
CBs,SYN_CBs_ALTO_00602,8903,1702,8.0,33,266,24,98,3,28.9,30.3,83,61,81
CMs,SYN_CMs_MEDIO_02619,6840,1186,6.6,43,171,12,86,1,27.9,31.4,30,54,82
10s,SYN_10s_ALTO_02054,10337,1978,10.2,91,456,29,109,3,28.2,31.5,82,71,94
10s,SYN_10s_ALTO_03323,7947,1535,7.2,85,355,13,93,3,29.0,30.3,49,50,89
CMs,SYN_CMs_MEDIO_00755,4017,851,4.5,45,171,10,58,3,28.4,32.0,31,37,67
STs,SYN_STs_ALTO_01877,8916,1704,9.2,64,357,26,102,6,29.5,32.9,76,58,91
WBs,SYN_WBs_ALTO_02173,9841,1991,10.5,91,401,18,117,5,30.9,33.7,64,67,84
WBs,SYN_WBs_MEDIO_00715,4601,841,4.2,29,214,9,73,3,26.5,28.1,33,23,56
CMs,SYN_CMs_ALTO_01673,11070,2191,10.6,45,288,24,116,4,30.0,33.1,60,67,96
WBs,SYN_WBs_ALTO_01375,10751,2086,9.9,98,442,24,130,7,30.8,33.1,75,61,83
10s,SYN_10s_ALTO_01724,8832,1786,9.5,74,346,28,100,3,33.8,35.7,80,66,84
CMs,SYN_CMs_ALTO_03208,10004,1906,9.6,58,335,16,117,3,31.3,34.4,58,63,89
10s,SYN_10s_BAIXO_00399,726,227,0.8,16,71,1,21,0,25.3,28.3,12,0,34
CMs,SYN_CMs_MEDIO_00780,4722,737,3.8,14,188,10,76,1,26.9,30.0,22,46,62
WBs,SYN_WBs_MEDIO_01665,6079,1074,6.2,50,258,10,77,3,29.5,30.9,37,40,73
STs,SYN_STs_ALTO_02157,9065,1756,9.6,98,426,31,105,9,29.1,32.5,65,78,90
10s,SYN_10s_MEDIO_02268,4317,822,3.9,42,130,9,71,2,30.4,31.7,27,34,57
WBs,SYN_WBs_ALTO_00646,11136,2373,12.1,72,432,37,128,9,33.9,36.7,78,80,89
CBs,SYN_CBs_ALTO_02888,9033,1661,8.2,33,239,23,108,3,27.4,30.6,82,55,84
10s,SYN_10s_ALTO_01176,11036,2142,10.9,83,425,28,114,7,28.4,29.6,75,67,94
,SYN_Indefinido_BAIXO_00353,50,155,1.3,2,6,1,1,0,25.4,28.1,9,3,31
CMs,SYN_CMs_ALTO_02131,9665,2067,10.4,58,269,22,120,3,28.9,32.2,42,66,80
10s,SYN_10s_ALTO_01981,7130,1432,7.6,34,289,13,82,2,29.9,33.2,52,50,84
CBs,SYN_CBs_ALTO_01101,9133,1753,9.2,35,203,17,101,0,28.1,30.3,81,68,85
CMs,SYN_CMs_MEDIO_01537,6042,1048,5.0,23,113,11,72,1,29.7,31.7,27,47,77
CMs,SYN_CMs_MEDIO_00505,4898,942,4.6,14,178,6,69,1,28.5,31.9,21,22,64
10s,SYN_10s_ALTO_02605,7995,1505,7.6,60,308,21,88,4,29.2,30.6,67,57,89
CBs,SYN_CBs_ALTO_01488,9051,1675,8.2,40,297,21,108,1,29.0,32.2,80,76,84
STs,SYN_STs_BAIXO_00210,1168,309,1.4,10,37,5,43,2,25.6,27.7,12,15,24
10s,SYN_10s_MEDIO_01380,5968,1122,5.7,39,281,15,80,5,28.8,31.5,47,36,78
10s,SYN_10s_MEDIO_00057,5016,769,4.2,35,119,14,63,2,26.1,27.4,37,47,75
CMs,SYN_CMs_MEDIO_01839,3781,821,4.4,39,127,10,59,1,29.0,31.3,18,41,61
CBs,SYN_CBs_MEDIO_02748,2963,526,2.6,23,67,9,49,0,23.1,25.5,27,34,55
10s,SYN_10s_MEDIO_00218,4401,811,4.4,39,220,11,65,1,28.8,30.7,36,33,70
WBs,SYN_WBs_MEDIO_01327,5601,1115,5.9,28,192,15,67,6,32.4,34.0,36,39,83
STs,SYN_STs_ALTO_01144,7136,1317,6.4,68,351,25,94,5,30.0,33.0,64,54,79
CBs,SYN_CBs_BAIXO_00670,225,217,1.3,0,29,0,18,0,24.8,27.6,2,3,12
STs,SYN_STs_BAIXO_00277,1354,400,2.4,45,97,0,25,0,26.0,27.3,0,8,52
STs,SYN_STs_MEDIO_01926,5868,1138,5.6,81,258,16,76,5,28.4,30.4,50,37,80
STs,SYN_STs_ALTO_01516,8493,1730,8.6,90,319,24,101,8,32.9,36.4,61,51,81
CMs,SYN_CMs_BAIXO_00350,747,254,1.1,0,97,2,30,0,26.2,29.6,14,0,29
CMs,SYN_CMs_ALTO_01187,8841,1570,7.8,61,282,20,104,6,31.9,33.6,67,59,86
WBs,SYN_WBs_ALTO_02369,9222,1748,8.9,82,357,19,115,5,32.0,33.5,61,74,79
CMs,SYN_CMs_BAIXO_00959,914,229,1.0,10,118,1,20,0,24.9,28.0,8,0,40
CMs,SYN_CMs_ALTO_01609,9161,1730,8.5,38,219,18,105,4,29.4,32.8,52,62,83
CMs,SYN_CMs_ALTO_01259,11096,2190,11.2,60,357,29,129,5,29.5,32.3,69,73,87
CMs,SYN_CMs_ALTO_01349,10664,2061,10.5,50,338,23,114,2,29.6,30.8,71,60,92
WBs,SYN_WBs_BAIXO_00286,624,8,0.1,14,81,0,14,0,28.4,30.5,6,0,37
CBs,SYN_CBs_ALTO_01807,7932,1346,6.7,32,281,15,88,3,30.8,33.5,66,50,86
WBs,SYN_WBs_MEDIO_01245,4584,974,4.4,44,247,13,76,5,31.1,32.9,45,27,57
10s,SYN_10s_BAIXO_00372,97,8,0.6,0,12,0,25,0,27.8,28.9,4,0,6
10s,SYN_10s_BAIXO_00991,552,132,0.7,0,19,3,10,0,25.6,27.3,20,5,43
STs,SYN_STs_MEDIO_01916,5351,1105,5.0,52,253,19,63,5,28.3,30.4,53,43,84
STs,SYN_STs_ALTO_00163,8312,1680,7.8,74,322,23,89,6,30.1,32.4,63,73,88
STs,SYN_STs_ALTO_02270,8587,1646,8.0,102,416,19,89,4,34.9,36.5,69,70,92
STs,SYN_STs_ALTO_01010,8547,1751,8.9,94,356,22,93,8,31.8,34.1,67,60,86
CMs,SYN_CMs_ALTO_02435,9171,1652,7.6,43,314,19,109,3,29.7,31.6,46,67,86
10s,SYN_10s_BAIXO_00742,736,187,1.0,23,77,4,25,2,26.5,27.8,7,11,27
STs,SYN_STs_ALTO_01757,9647,1902,9.5,79,500,35,97,9,31.7,34.7,84,68,92
WBs,SYN_WBs_ALTO_00533,8574,1851,8.8,76,533,20,102,7,33.7,36.3,67,60,82
CMs,SYN_CMs_ALTO_01882,10790,2007,10.2,30,356,19,115,2,30.6,32.4,76,73,87
CBs,SYN_CBs_ALTO_02947,8301,1473,7.4,19,253,21,97,3,26.9,28.7,59,52,83
10s,SYN_10s_ALTO_00311,7747,1599,7.5,37,193,17,91,3,29.5,32.4,68,58,84
10s,SYN_10s_BAIXO_00299,524,43,0.4,28,0,1,18,0,24.0,26.2,8,5,30
10s,SYN_10s_BAIXO_01330,1596,338,1.7,14,64,0,42,0,28.3,31.5,1,4,42
CBs,SYN_CBs_BAIXO_00961,856,282,0.9,7,22,1,20,0,25.1,26.7,6,3,35
CBs,SYN_CBs_MEDIO_02284,3772,757,4.3,7,137,10,69,2,26.8,29.6,32,23,55
STs,SYN_STs_MEDIO_00461,6113,1256,6.5,54,217,16,90,2,27.9,31.2,47,38,73
CMs,SYN_CMs_ALTO_00905,9774,1805,9.3,69,264,14,103,3,32.9,34.3,56,54,92
CBs,SYN_CBs_ALTO_03178,7934,1573,8.1,45,227,17,91,3,28.0,30.5,65,50,87
WBs,SYN_WBs_MEDIO_01742,6229,1228,5.7,52,211,12,77,3,27.8,29.7,47,41,79
,SYN_Indefinido_ALTO_00917,9468,1750,8.6,73,310,25,109,3,28.7,30.6,68,74,88
CBs,SYN_CBs_BAIXO_01019,1435,386,1.5,0,19,1,20,0,25.4,27.8,0,12,53
CBs,SYN_CBs_MEDIO_02984,5730,1056,5.1,8,153,12,80,2,27.6,29.4,46,36,72
CMs,SYN_CMs_BAIXO_01347,857,93,0.3,0,44,2,24,0,25.7,28.5,5,18,38
CBs,SYN_CBs_MEDIO_02646,4736,959,4.8,32,183,9,63,0,29.7,33.0,35,28,69
WBs,SYN_WBs_BAIXO_00221,1957,478,2.5,17,100,3,38,0,27.7,29.0,13,13,51
STs,SYN_STs_BAIXO_00842,910,303,1.8,0,92,2,44,0,25.8,28.2,8,10,22
10s,SYN_10s_ALTO_00391,8884,1722,8.2,65,263,19,106,4,31.9,33.7,69,55,81
WBs,SYN_WBs_ALTO_02208,11028,2123,11.0,98,479,28,130,9,30.8,32.2,86,68,85
,SYN_Indefinido_BAIXO_00004,2105,349,1.6,21,0,4,70,2,28.3,30.6,0,12,28
WBs,SYN_WBs_ALTO_01968,10139,1926,8.9,107,472,29,117,5,28.7,31.4,75,67,90
CBs,SYN_CBs_ALTO_00740,9161,1685,8.2,36,223,22,91,2,29.8,31.6,89,76,96
CMs,SYN_CMs_BAIXO_00980,256,8,0.1,0,33,0,18,0,27.0,28.9,0,4,16
CBs,SYN_CBs_BAIXO_00237,1147,210,1.3,0,60,1,14,0,24.9,28.5,12,0,50
10s,SYN_10s_MEDIO_00579,4247,807,4.6,53,154,10,59,2,30.7,32.2,24,30,69
WBs,SYN_WBs_BAIXO_00985,491,83,0.5,0,18,1,17,0,26.9,28.3,4,8,33
,SYN_Indefinido_MEDIO_00746,3513,637,3.2,5,114,8,56,2,28.2,31.5,23,28,62
STs,SYN_STs_ALTO_00865,8411,1536,7.3,81,364,26,92,9,32.9,35.8,79,83,91
WBs,SYN_WBs_MEDIO_00498,6544,1216,6.7,53,221,12,82,4,28.3,30.6,39,41,78
WBs,SYN_WBs_BAIXO_00386,843,210,1.2,0,0,0,54,0,25.8,28.6,0,2,14
WBs,SYN_WBs_ALTO_02498,10670,2033,10.8,114,512,28,127,5,28.9,31.9,65,64,82
STs,SYN_STs_ALTO_00536,9882,1898,9.4,115,385,28,116,10,30.4,32.3,81,75,86
WBs,SYN_WBs_MEDIO_01518,6413,1330,6.6,67,335,21,97,7,28.4,31.2,40,52,69
10s,SYN_10s_ALTO_01635,8271,1533,8.1,63,292,18,95,3,30.9,32.6,70,52,89
CMs,SYN_CMs_MEDIO_00229,5302,1088,5.7,29,143,10,75,2,26.7,27.8,28,31,69
WBs,SYN_WBs_MEDIO_00318,7290,1331,6.7,82,290,17,96,5,30.6,32.6,42,43,78
CBs,SYN_CBs_ALTO_02401,8256,1555,8.1,23,235,25,96,2,27.6,30.5,75,67,80
CBs,SYN_CBs_MEDIO_00761,4356,852,4.2,18,103,11,70,1,25.8,28.6,38,32,59
10s,SYN_10s_ALTO_03015,8179,1767,8.9,47,347,17,94,3,30.7,33.4,79,50,81
STs,SYN_STs_ALTO_00159,9137,1916,9.6,94,475,23,119,8,29.1,31.7,61,55,83
,SYN_Indefinido_MEDIO_00514,3690,734,3.7,23,261,12,58,4,30.9,32.6,38,26,62
CBs,SYN_CBs_ALTO_02201,9877,1892,9.5,41,246,22,116,2,28.5,30.0,73,84,87
